label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2,0,18,352,881,255,228,2910,2941,264,2536,3839,268,1141,6596,10281,7490
2,7,84,36,425,173,83,1719,584,3546,3906,6122,8202,1258,8362,2869,2624
2,3,1,4,42,480,301,2291,942,1245,2544,162,246,3203,4912,8771,14853
2,1,1,2,158,782,225,2536,3784,3744,5174,690,6078,966,6359,6734,2766
2,60,250,1082,2462,631,2905,2730,4927,7045,909,842,5165,4093,940,5141,818
2,10,52,150,441,1317,2460,2733,477,3123,4103,429,310,1058,6772,10366,6199
2,9,55,130,284,1053,2376,2391,474,3436,5283,762,7750,800,1881,7431,5885
2,2,2,3,12,35,427,219,29,245,1830,3483,4064,5538,849,8993,14269
2,287,630,248,1497,483,369,2876,3118,577,4642,924,820,3175,3743,9791,6820
2,26,263,77,121,462,225,178,40,1918,496,3215,3484,6232,8744,9966,4553
2,5,6,65,136,542,250,119,2066,2684,570,3290,865,6297,8782,1083,13240
2,7,8,12,237,593,214,2099,2779,472,156,2623,480,4787,8335,9537,7661
2,5,6,257,1348,283,87,2531,412,3060,2267,336,128,396,3542,8292,17050
2,0,2,1,2,2,29,38,338,188,1638,583,3664,3885,5741,9574,14315
2,8,11,24,4,215,87,928,2426,3117,2938,271,455,5007,8423,9694,6392
2,3,2,14,117,809,252,750,1524,3245,543,3665,6075,6143,7190,6586,3082
2,5,3,129,897,2131,383,2922,3432,555,1734,3414,796,6584,1239,9465,6311
2,1,0,0,0,2,97,1158,429,2320,733,2292,2656,1792,2884,8720,16916
2,11,59,194,198,732,446,2369,590,2451,3152,425,219,5041,8705,9548,5860
2,0,0,5,251,1222,404,2226,517,657,1709,2183,3885,759,8160,10728,7294
2,3,4,0,0,0,1,20,433,2857,4342,4403,6543,7103,996,7563,5732
2,10,145,134,913,1671,457,224,748,2033,357,2768,455,4575,845,9013,15652
2,9,169,905,1816,509,804,2628,3501,289,446,5297,831,7335,1346,8201,5914
2,2,1,2,19,6,27,17,36,296,189,2218,3089,820,3923,14410,14945
2,5,22,33,7,50,299,154,1315,464,521,3154,544,601,3717,13993,15121
2,0,2,0,8,251,137,1382,434,2495,383,107,1094,1690,2865,11075,18077
2,5,0,25,35,44,548,1612,500,2907,505,3694,495,5795,8848,9266,5721
2,6,2,32,237,963,2229,3421,2807,506,4994,479,367,7093,1395,9783,5686
2,1,15,226,148,831,393,2658,3107,952,1884,4712,7991,1231,4434,4276,7141
2,2,2,1,0,0,7,32,469,206,130,1450,432,3163,4328,14583,15195
2,84,261,711,363,2413,436,285,2642,2738,379,846,4323,8168,9679,1901,4771
2,0,0,3,2,107,93,1553,2612,439,673,2597,2615,3729,7558,11254,6765
2,5,4,5,25,42,947,2348,784,405,339,2699,293,3133,5261,8778,14932
2,95,101,195,1503,2866,3087,1040,1371,133,242,3162,335,645,7391,11309,6525
2,5,10,43,227,852,2479,2792,491,134,345,2599,513,5239,8920,9530,5821
2,0,0,2,6,50,100,1202,1850,1237,858,4104,3202,4064,6685,8107,8533
2,2,1,2,0,1,28,67,11,732,1636,530,3273,4011,6245,9557,13904
2,54,397,1178,1830,426,307,63,468,2646,310,2863,442,3752,7480,10158,7626
2,7,71,259,249,1023,264,2331,3203,6839,1238,7439,237,1149,9435,1852,4404
2,2,0,6,46,205,114,661,216,1912,545,3070,3112,5403,8302,10302,6104
2,6,38,65,686,220,1768,476,71,254,2811,534,3871,4998,818,8304,15080
2,5,159,1193,295,2706,317,97,2635,287,108,2720,3676,636,7376,11356,6434
2,7,12,95,68,14,41,311,153,159,1785,581,105,3651,9850,17631,5537
2,1,1,0,1,42,227,1239,366,2709,387,2883,373,2753,3919,8264,16835
2,6,20,84,131,670,2097,3370,3343,569,5260,738,6410,738,720,8936,6908
2,4,2,7,169,479,270,265,2149,3616,3848,5656,791,7469,897,8879,5499
2,2,0,9,17,181,764,1951,3281,2987,474,4531,732,7438,860,9792,6981
2,5,1,2,9,9,208,47,644,272,2060,561,2858,522,3781,9729,19292
2,1,1,1,2,0,0,1,0,101,24,134,1774,376,5154,14021,18410
2,4,250,1560,3032,3232,2352,226,173,188,3217,521,6955,306,1524,9724,6736
2,8,189,585,355,2333,3421,3509,584,5322,455,576,7593,201,1083,8376,5410
2,24,176,100,601,254,178,2008,3426,3146,3925,589,457,329,8014,9583,7190
2,6,0,0,0,9,0,581,2876,3810,2777,631,541,5083,817,8438,14431
2,22,206,1089,3070,2316,791,2371,246,292,4281,692,3384,4447,1135,8999,6659
2,5,2,0,11,47,151,780,2538,2871,654,2709,782,5600,7960,9201,6689
2,7,68,221,136,690,230,2198,608,607,2130,337,3501,5995,8061,9440,5771
2,5,2,7,135,91,705,245,2288,3191,449,3707,5800,806,7657,9392,5520
2,5,2,6,27,29,686,2103,998,3247,677,2889,626,4273,1005,7443,15984
2,6,183,541,264,1369,708,3374,3056,605,5010,780,7006,874,8662,1160,6402
2,45,427,365,2388,3553,3165,798,763,4350,519,376,379,7538,787,9162,5385
2,3,1,1,11,124,789,2122,3051,410,3540,223,550,5409,1806,8597,13363
2,6,4,14,121,459,212,246,2166,524,3437,3227,503,5534,8272,9901,5374
2,5,1,47,92,21,545,207,1978,2888,523,967,2632,636,6040,9253,14165
2,5,0,0,9,181,650,221,173,2077,3225,513,3457,521,5646,9018,14304
2,5,22,84,422,213,131,2116,3284,3263,626,226,735,1166,4124,9509,14074
2,32,289,543,432,2210,3305,2923,4974,7997,951,8603,453,283,675,5321,1009
2,12,163,117,97,639,101,123,27,158,1938,3208,3123,5642,8428,9740,6484
2,2,4,43,338,183,122,1680,464,3366,1083,2449,400,246,5771,9295,14554
2,4,2,1,3,31,219,901,2519,3305,3463,5008,772,8074,1247,8809,5642
2,4,0,2,1,94,550,1919,3278,3536,323,499,837,4723,979,9383,13872
2,5,12,172,583,265,32,2642,2923,618,3839,5641,678,3054,5282,9302,4952
2,5,13,103,79,67,667,2482,6791,5142,688,415,335,6818,1141,8413,6841
2,13,183,121,715,249,1773,551,3004,2796,491,4619,769,7904,1147,8666,6999
2,2,0,3,33,632,2640,853,3101,2473,439,939,3656,1161,7092,9310,7666
2,13,32,333,873,2488,681,2460,3165,5422,7836,513,1086,1816,6964,303,6015
2,12,340,906,2132,2840,473,3114,5138,7294,809,525,355,4968,4168,1014,5912
2,2,0,0,9,34,286,734,157,1750,600,2758,386,3355,13002,10552,6375
2,2,3,105,146,687,75,205,1859,475,327,3574,8935,6784,999,6236,9588
2,6,193,702,1637,739,3386,3229,549,5626,7173,763,2235,6679,790,5225,1068
2,8,199,134,666,294,1809,644,2741,276,87,3168,4543,489,902,8975,15065
2,5,0,2,12,41,33,423,186,1261,541,3347,3836,5409,1020,8918,14966
2,5,3,7,42,44,197,55,719,212,2193,3256,3047,5124,8652,9770,6674
2,5,2,1,9,162,637,270,2182,3489,3956,5665,851,7780,9469,4685,837
2,10,88,332,154,643,275,58,2598,5831,4495,795,7521,10438,1060,4857,845
2,2,2,2,2,62,71,1199,2520,3364,458,3675,5711,6698,969,6433,8832
2,6,115,446,195,24,1630,645,2885,723,814,2617,5089,698,7635,9415,7063
2,2,3,2,47,19,12,195,118,159,1553,611,3219,494,4010,14273,15283
2,14,149,93,572,286,28,1324,344,493,3034,333,2794,4985,8417,9539,7595
2,8,36,89,159,854,1811,496,2952,425,2961,4482,722,7406,904,9217,7478
2,5,10,17,244,773,188,334,1735,580,2422,781,3406,5448,8836,9792,5429
2,9,48,346,1135,2462,2860,128,252,3052,505,1626,3291,8566,1853,7870,5997
2,1255,2114,2407,90,434,2702,540,5615,191,1130,2467,3365,119,1379,6303,9889
2,5,0,3,47,405,1089,2587,3237,2881,437,3656,464,323,7381,10218,7267
2,3,1,2,23,58,416,164,94,1948,2898,678,2828,1225,5883,9448,14331
2,0,0,2,6,108,561,254,2525,435,199,530,2425,4763,5681,7939,14572
2,1,1,4,87,954,3576,1048,4299,429,500,4241,484,301,6446,7685,9944
2,69,338,710,308,262,2670,301,2056,252,2160,331,118,4514,8629,10608,6674
2,17,52,275,876,1752,503,2676,453,2370,733,4289,512,415,477,8391,16209
2,2,0,0,1,3,43,75,815,237,1962,3563,3836,5721,6568,7181,9993
2,3,2,26,57,479,1643,626,3205,665,3321,598,4995,867,1253,7714,14546
2,3,8,102,114,1032,2211,2967,581,992,2226,516,5476,901,8271,9727,4873
2,41,59,55,53,405,1595,2406,1314,532,2234,719,6166,9593,1183,8785,4860
2,6,0,2,4,71,73,583,1716,547,2969,606,3826,12733,9608,6170,1086
2,8,432,1561,1871,612,503,1980,387,243,2307,412,3932,865,8463,11265,5159
2,1,1,0,2,1,25,94,1031,2128,3475,3433,640,664,4994,8875,14636
2,2,1,2,102,95,1603,2531,351,2721,290,82,59,2530,3933,8794,16904
2,2,3,0,0,0,6,19,34,49,794,2740,2512,486,3746,15037,14572
2,5,47,41,679,2677,3264,372,2966,531,4758,759,7016,1155,8253,4889,2588
2,3,25,47,1141,2574,820,2156,233,124,77,306,1968,4292,914,8443,16877
2,5,0,0,12,14,13,574,263,3169,4522,4195,530,4359,557,6411,15376
2,2,2,1,0,12,31,475,225,2200,2898,501,3361,605,5849,9732,14106
2,1,12,219,1584,3046,3056,285,53,2409,326,3369,661,7045,1237,10196,6501
2,3,2,4,140,770,1963,2765,603,189,3120,580,5477,7898,9009,1256,6221
2,31,324,795,2245,3224,3457,5414,811,7624,324,1046,1725,2972,4338,1572,4098
2,10,222,856,2730,3072,452,3559,557,5007,466,280,575,7733,9582,4154,745
2,2,2,1,98,103,1107,2498,7313,5621,694,3939,1772,952,6720,6600,2578
2,6,4,66,65,547,207,1427,381,494,3623,3819,5907,7957,1213,8422,5862
2,6,0,1,0,66,862,1903,3410,3648,556,4759,871,7161,1248,8787,6722
2,2,1,3,82,87,1045,1984,516,60,250,2977,623,3141,5064,8890,15275
2,3,0,2,3,18,221,130,1652,2572,546,2481,458,2560,3888,8287,17179
2,0,1,1,4,13,41,117,93,728,343,2416,3275,3149,4856,8814,16149
2,2,0,0,1,3,40,33,452,301,1460,553,3678,3824,5756,9566,14331
2,7,67,42,12,78,484,212,1575,625,3157,3729,614,5768,991,9339,13300
2,11,44,191,762,1775,496,755,2041,418,3056,508,1619,3335,8403,9634,6952
2,7,150,383,198,1735,642,3333,679,3317,4899,768,7044,715,473,9092,6565
2,6,10,19,318,231,1013,2914,3060,701,1928,420,3778,7436,1380,9219,7567
2,4,8,25,16,181,104,715,149,18,133,2028,3201,3339,5042,9471,15566
2,3,41,207,1035,2550,608,2275,642,148,2656,4825,7725,600,9575,1675,5435
2,5,1,1,10,30,428,1238,278,3201,4865,699,5634,1005,7778,8735,6092
2,17,84,102,251,841,355,2539,2962,2777,3782,460,403,421,7929,9649,7428
2,3,2,0,2,53,463,165,23,2070,3468,3522,598,1856,4060,9219,14496
2,5,1,4,9,623,2678,3317,296,500,3153,694,5002,1338,7029,2231,13120
2,2,3,63,307,142,25,1196,375,564,574,3155,1455,2296,5657,9476,14710
2,5,7,23,26,507,1697,536,3274,522,1171,2539,1092,4624,8820,9348,5809
2,2,3,2,73,87,1011,2578,2891,372,2689,166,409,4119,1531,8239,15828
2,4,2,2,48,65,55,649,2024,3315,3893,5563,888,7638,625,9442,5787
2,4,5,114,1287,560,3032,2109,2739,4685,639,2772,4361,314,1199,7631,8549
2,2,3,0,0,103,34,509,260,1969,455,2893,531,3349,4983,8566,16343
2,2,3,83,57,796,232,2134,3609,3843,562,4620,1056,5351,1348,6156,10148
2,1,1,0,1,14,58,56,970,436,145,2228,525,3289,6489,9069,16718
2,7,115,831,221,894,1947,3394,2939,416,3865,352,2951,4396,1210,9094,7368
2,3,2,0,0,0,48,86,740,547,2916,3038,407,2910,4291,9052,15960
2,544,1074,2060,539,72,2419,549,2773,4193,769,7590,931,8675,473,1089,6250
2,5,38,961,2549,632,3908,2635,400,4392,569,288,492,7597,9663,4739,1132
2,2,0,0,0,3,0,29,320,567,3211,1140,3004,3073,5310,8375,14966
2,2,2,4,5,128,101,561,269,193,135,2332,3850,8509,6753,7634,9522
2,7,11,35,38,76,359,655,428,2565,5927,5472,791,3301,5306,9714,5315
2,3,25,221,1275,383,2718,362,1065,2143,2464,350,3435,558,3525,4519,16954
2,3,91,38,101,1427,298,2462,422,2306,635,1074,1393,344,3710,8679,17017
2,2,1,2,3,212,1316,299,3182,3210,2376,457,1109,2411,650,7996,16774
2,6,16,129,71,790,2515,3193,380,927,1910,483,1601,3302,824,8845,15008
2,7,23,245,718,259,2252,702,2732,3980,6038,8117,897,8692,851,3727,760
2,6,8,111,57,58,499,165,18,212,2348,3530,3775,6147,8200,9651,5215
2,3,233,753,198,1910,3404,445,3317,264,503,4958,1108,5624,7170,6922,3188
2,2,29,187,116,874,2390,3073,535,2645,5138,694,3206,4543,1242,9229,6097
2,3,0,4,26,51,460,172,1899,2733,449,3252,642,5476,8482,9305,7046
2,7,16,215,535,212,2514,3103,472,51,2386,630,433,180,5503,8279,15464
2,10,187,938,1664,424,299,3062,417,3828,5577,443,629,7688,1243,8403,5188
2,3,0,3,205,1113,225,2377,3641,3470,1435,3721,588,6386,661,6927,9245
2,5,6,106,81,118,615,155,1479,451,3515,481,1476,1800,6789,12789,10134
2,3,26,430,775,379,1796,362,66,2000,445,2384,5079,902,8980,10783,5590
2,5,69,60,380,170,231,1833,3065,476,1300,2366,614,5301,969,9048,14113
2,6,66,408,620,489,357,3181,2762,451,2745,493,1592,3722,8310,8883,5915
2,2,0,0,0,0,1,0,4,33,30,424,1983,3895,4154,14165,15309
2,2,9,9,13,130,88,698,323,3004,3253,2357,282,1012,3972,9098,15750
2,3,59,438,997,431,2303,2923,2778,656,5606,6231,867,7187,745,6183,2593
2,6,36,66,218,141,675,327,30,1738,489,218,3087,3460,13705,10224,5580
2,4,2,195,77,1134,288,196,2988,716,1991,178,112,2681,3913,8906,16619
2,0,2,81,70,847,304,2956,2670,359,119,3005,4906,878,7785,9702,6316
2,2,0,3,1,0,0,59,52,714,2132,3331,3887,5884,8746,9357,5832
2,5,1,19,47,449,203,79,1606,418,69,722,2730,4058,6064,9331,14199
2,4,4,8,44,156,332,353,2375,6130,5302,944,3026,4818,902,9555,6047
2,5,0,1,17,180,693,214,2232,3452,3714,555,5336,831,7876,9474,5420
2,3,1,2,85,940,255,2784,2738,4363,5928,373,486,7437,842,7748,6015
2,5,20,161,80,529,297,1871,521,3069,326,2911,465,4546,8063,9674,7462
2,3,3,77,55,12,598,286,2434,2974,531,3275,4971,7603,920,9603,6655
2,0,0,2,6,20,244,149,1349,3047,2722,244,2674,4050,7764,10442,7287
2,5,13,13,270,878,1448,619,3011,308,2881,524,4650,8253,1749,8058,7320
2,4,15,202,110,1716,331,2473,580,152,2534,2240,397,3441,7779,11310,6716
2,9,67,85,63,668,250,90,1579,464,2939,421,3430,5388,801,8266,15480
2,2,5,56,266,130,32,1453,479,3327,545,3633,5369,881,8162,9418,6242
2,7,8,1,10,192,97,219,796,2272,3037,332,937,1957,4949,9250,15936
2,5,13,17,25,222,141,932,2271,3198,2888,217,226,231,4857,9434,15323
2,4,0,0,2,62,112,1002,1762,575,3325,4160,6112,6074,7267,6613,2930
2,7,19,89,96,449,290,2445,2919,753,3401,5468,8022,2426,6916,5710,990
2,5,9,127,426,319,2075,2624,705,974,3015,5430,718,329,251,8758,14235
2,2,4,151,650,255,62,1574,635,335,3051,497,3499,4788,909,8695,14893
2,2,0,0,2,77,85,756,221,1659,399,3539,3968,5465,6573,7263,9991
2,0,36,92,408,1307,2035,339,2888,2713,3913,486,381,7598,999,10373,6432
2,7,8,26,125,81,99,78,940,2356,3014,3014,4942,713,3521,5614,15462
2,3,2,6,17,148,58,400,299,2130,3274,2854,487,5251,8524,10218,6329
2,7,24,168,227,163,156,18,154,2197,3672,530,3186,5209,8130,9446,6713
2,4,8,22,10,12,13,196,179,1538,423,3392,481,3713,5754,9561,14694
2,8,11,66,329,790,255,1911,525,3095,3295,5410,7380,887,861,9396,5781
2,6,1,15,14,9,307,164,1569,525,2718,477,188,2652,1334,15329,14692
2,6,8,40,232,141,847,241,2352,3114,3228,5418,8537,9661,1237,4169,769
2,4,1,3,86,45,115,420,224,2064,2913,422,3660,614,5963,9578,13888
2,5,26,120,210,108,115,1038,1923,595,250,2244,623,3218,5385,8889,15251
2,2,4,0,0,1,40,22,508,2066,3728,3510,458,5126,938,8827,14770
2,0,0,7,225,1175,2556,3198,356,2574,385,3435,725,7119,888,10343,7014
2,2,0,4,23,44,450,1659,547,3768,3357,643,1601,4006,8797,9410,5689
2,7,2,41,33,437,192,1111,374,344,111,2349,662,3481,5873,9491,15492
2,2,2,46,71,33,408,264,223,2376,2929,407,294,3197,4749,9088,15911
2,6,1,0,7,113,87,924,2356,2509,604,409,3614,577,5856,9139,13798
2,3,3,10,39,229,191,118,2210,3250,634,3779,5662,7323,1395,9248,5906
2,57,259,710,200,2022,504,2953,496,3612,4985,481,356,1042,7461,9341,5521
2,3,0,1,3,429,2033,798,2832,4304,407,300,2788,3249,1016,8770,13067
2,8,27,18,83,177,25,1267,386,3495,3319,2100,3708,1758,6237,11047,6345
2,9,103,295,217,223,2163,3294,1311,2336,609,4943,476,668,8153,9391,5809
2,5,10,6,6,217,180,559,282,210,331,2001,3314,7969,8869,9784,6257
2,4,3,222,776,360,2187,401,116,3665,3629,5051,6113,287,1101,6455,9630
2,5,1,7,125,56,603,324,1894,467,3507,3553,448,2000,4377,13311,9322
2,5,14,25,128,41,61,63,711,287,2543,3241,3287,535,4831,10220,14008
2,1,0,4,0,0,8,499,2416,4729,3557,5037,7466,1218,6902,5883,2280
2,2,1,0,3,0,1,63,1243,3312,4283,265,493,5720,6834,7482,10298
2,1,4,3,99,93,20,1051,1432,581,2970,413,2968,457,4951,9129,15828
2,39,76,352,147,1022,2572,2598,435,2891,373,146,4035,766,7669,10542,6337
2,3,2,3,10,13,829,374,2844,338,2589,283,120,4419,5753,7664,14756
2,9,209,111,744,187,1701,523,2309,440,298,2757,452,4649,836,9157,15618
2,8,37,30,153,107,791,204,2566,3332,3396,5055,358,501,8223,9630,5609
2,7,1,34,80,646,1769,563,3589,2935,589,5443,7417,529,376,8936,7086
2,7,102,72,36,826,2308,3544,3236,326,584,5596,745,3222,4540,9440,5416
2,0,3,24,145,827,145,112,2146,3759,3276,668,2921,2327,6435,7525,9687
2,2,8,197,817,151,150,1742,586,2806,534,756,2524,5220,8446,9901,6160
2,27,138,508,1069,2622,2473,397,3146,4843,8171,1573,9158,1260,2546,1381,688
2,2,1,1,0,1,1,189,984,2123,3618,533,3267,638,6020,12690,9932
2,1,2,20,87,94,302,1197,2525,859,2141,2492,516,4914,8448,9634,6768
2,6,9,20,0,29,178,89,683,199,103,2248,3301,3425,5255,9662,14793
2,7,0,1,4,97,76,663,237,2027,3412,3186,4956,767,8403,10105,6059
2,5,6,16,30,256,924,1852,532,3080,2788,490,4930,8329,1253,8765,6744
2,6,0,2,7,23,111,659,2255,3207,552,3870,5933,7604,824,9074,5873
2,1,0,2,1,1,68,1083,2214,361,472,3127,3499,415,5606,13479,9671
2,2,2,2,32,38,28,315,151,2153,3060,489,207,3600,5524,9421,14976
2,7,10,41,103,225,691,282,2554,3369,2984,570,5223,8470,816,9404,5251
2,0,16,183,194,209,1033,375,2728,2684,2371,403,3791,794,8250,11225,5744
2,6,3,100,60,709,1797,686,2701,888,1184,2418,555,5694,8090,9227,5882
2,7,13,19,191,681,184,1591,578,3485,3576,5339,843,7164,9276,5947,1106
